text,scenario,label
turn off all lights,iot,33
off all the lights on the right side,iot,33
play all songs by anirudh,play,48
play all rock songs,play,48
play all songs from playlist favorite,play,48
how is michael schumacher doing,general,27
give the time in dubai,datetime,13
what time is it in sweden as we speak,datetime,13
play enrique,play,48
play boneym,play,48
play michael jackson,play,48
turn off the alarm,alarm,1
please play the next song,play,48
play do re mi,play,48
next song,play,48
please play the song joy to the world,play,48
please turn off the kitchen,iot,33
switch off the master's bedroom,iot,33
tell me my music likes,music,43
is it possible for you to provide the likes of my music,music,43
could you update me with the list of my music likes,music,43
good afternoon how are you,general,23
what is the date today,datetime,13
date today,datetime,13
today is,datetime,13
play music in queue,play,48
play favourite music,play,48
reshuffle and play music,play,48
please what is the current time in paris,datetime,13
what is the exact time now,datetime,13
how many minutes pass four pm,datetime,13
what is the title of the song,music,43
Song title,music,43
title,music,43
time in las vegas,datetime,13
las vegas time,datetime,13
play my all time favorite songs,play,48
play the song i didn't hear from last month,play,48
start music in playlist,play,48
Begin music player in playlist,play,48
start playlist and play music,play,48
tell me current time,datetime,13
time left for ten am,datetime,13
time and date of today,datetime,13
start robot cleaner,iot,29
activate robot cleaner in an hour,iot,29
start cleaning robot cleaner,iot,29
hello what are you up to,general,23
i want to eat some spicy thing,takeaway,61
order one burger,takeaway,61
order one pizza from pizza hut,takeaway,61
play coldplay album,play,48
can you loop the playlist themes,play,48
play my most listened songs,play,48
tell me the singer of this track,music,43
tell me length and star ratings,music,43
is that song from shakira,music,43
search and play the best of mike eden songs,play,48
go to youtube and play me the best wedding songs collection,play,48
i need a song to calm me,play,48
hey call the nearest chinese restaurant for a takeaway,takeaway,61
what are the offers in uber eats,takeaway,61
order me a cheese burger from tommy's burgers,takeaway,61
sing to me,play,48
put a record on,play,48
what is the time in clock,datetime,13
show me minutes of current hour,datetime,13
how many seconds are left to complete this hour,datetime,13
what's the time now,datetime,13
fifty cent,play,48
eminem,play,48
when does my alarm go off,alarm,0
have i got any alarms set,alarm,0
what alarms are on right now,alarm,0
what date is today,datetime,13
what month is today,datetime,13
play sixty,play,48
play top ten,play,48
play top twenty,play,48
which was that coldplay song i listened to yesterday evening can you play it again,music,43
what is the name of that song,music,43
what artist is singing that song,music,43
play that last song,play,48
put the disco lights on,iot,34
let's have a warm glow in the front room,iot,31
who's that song by,music,43
what did she just sing,music,43
is that the song from spectre,music,43
switch off bedroom light,iot,33
put off the living room light,iot,33
improve volume clarity,audio,5
change lights to blue,iot,31
turn lights to green,iot,31
switch on the green light in playroom,iot,31
power yourself on,iot,37
good evening,general,23
give me new york's current time,datetime,13
what time is it in boston,datetime,13
turn on vacuum cleaner,iot,29
start my robot vacuum cleaner,iot,29
initiate to operate robot vacuum cleaner,iot,29
turn on wemo plug in game room,iot,37
play music,play,48
get me some music,play,48
play some tunes,play,48
play running list,play,48
play walking list,play,48
play december holiday list,play,48
greeting of the day and states date after greeting,datetime,13
what is the current date time group,datetime,13
enable wemo,iot,37
what is the name of the singer,music,43
this song is composed by whom,music,43
open a song from the given list,play,48
play the song title,play,48
switch to the song from album,play,48
clean my house,iot,29
start house cleanup,iot,29
shift the light off,iot,33
switch off the light,iot,33
swivel the light to off,iot,33
switch off lights,iot,33
what is london time,datetime,13
what time is it in singapore,datetime,13
what is the time in perth,datetime,13
hello how are you today,general,23
change the light to pink color,iot,31
it will be good if you yellowish the light,iot,31
hi google play me playlist wacky in my gaana application,play,48
hey olly play me an automated playlist based on songs heard in gaana app this week,play,48
hi play me playlist of a r rehman songs released current year,play,48
chane light colour to green,iot,31
change light colour to yellow,iot,31
all lights colour to blue please,iot,31
switch off main light,iot,33
turn off lobby light,iot,33
turn off garage light,iot,33
have i set any alarm for today,alarm,0
if there any alarm is set then let me know,alarm,0
please remove the alarm which i set for today morning,alarm,1
my favorite music please,play,48
search for classical music and play,play,48
set the average of the device,audio,5
hi olly change the color of lights in my room to red,iot,31
hey turn on disco lights in my apartment and let the party begin,iot,34
play any song of arijit singh,play,48
tune song of ddlj movie,play,48
play music of david guetta,play,48
can you open my itunes,play,48
play the beatles,play,48
can you open beatles,play,48
please activate my vacuum cleaner,iot,29
if my vacuum cleaner is not activated please activate it,iot,29
hurriedly activates my robot vacuum cleaner,iot,29
please shut off,audio,4
please do not answer,audio,4
please bring up my itunes,play,48
play beatles playlist,play,48
please play rap,play,48
please play thirteen,play,48
please play help,play,48
what is the time in milwaukee,datetime,13
hello how are you,general,23
what is the name of this song playing right now,music,43
who is the singer of this song right now,music,43
what are the lyrics to this song playing,music,43
change light color to blue,iot,31
switch lights to red tone,iot,31
transition lights to blue to green to yellow,iot,31
what time and day is it today,datetime,13
current time and date please,datetime,13
can you check the time,datetime,13
i need to know the time,datetime,13
what music is playing right now,music,43
tell me this song,music,43
current song playing what is it,music,43
what song is that,music,43
tell me the name of that song,music,43
i need to know the name of that song,music,43
transition to another color for the lights,iot,31
switch from blue to yellow lights,iot,31
i dont need light,iot,33
i dont want sound,audio,4
off the speakers,audio,4
shut the living room lights,iot,33
turns my son's room lights off,iot,33
turn my iroomba on,iot,29
make my iroomba clean the living room,iot,29
have my iroomba clean the house,iot,29
i never want to hear that song again,music,41
play me some jazz,play,48
please play jazz music,play,48
i want some jazz music to play,play,48
volume level,audio,5
touch the mute button,audio,4
turn off speaker,audio,4
play me some from the,play,48
i want to listen to elton john in a live concert,play,48
play me a recent cover of cherry bomb,play,48
turn my bathroom plug socket on,iot,37
turn on my son's room plug socket on off,iot,37
switch on all the lights,iot,34
what time is set for my wake up alarm,alarm,0
i'dl like to hear any classical except for bach or schubert,play,48
play me this years top ten ten pop songs,play,48
let's hear some country and western not from the us,play,48
call peking garden,takeaway,61
check the current playing music title,music,43
bring me the title of current music,music,43
